slug,name,skynet_score,market_cap,trading_vol_24h,volume_24h_display,volume_7d_display,all_time_volume,project_age_raw,project_founded_date,token_launch_age_raw,token_launch_date,has_website,website_url,has_github,github_url,has_twitter,twitter_url,has_discord,discord_url,has_telegram,telegram_url,ecosystems,audit_3p_count,audit_3p_records,has_certik_audit,certik_audit_count,certik_last_audit_date,certik_audit_names,certik_kyc,third_party_kyc,total_proposals,max_total_votes,major_holding_ratio,owner_holding_ratio
intentx,IntentX,69.97,,,,,,4 yrs 0 mos,2022-06-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/IntentX_,0,,0,,Base | Mantle,0,,No,,,,No,No,,,,
julswap,JulSwap,70.58,,$2.83,,,,5 yrs 9 mos,2020-09-20,5 yrs 5 mos,2021-01-20,0,,1,https://github.com/julswap,1,https://twitter.com/julswap,0,,1,https://t.me/julwallet,Bsc,2,02/25/2021|Hacken; 02/25/2021|Hacken,No,,,,No,No,,,81.62%,0.00%
elk-finance,Elk Finance,70.20,$164.29K,$456.76,$838.00,"$4,242.00",$669.08M,5 yrs 3 mos,2021-03-20,4 yrs 2 mos,2022-04-20,0,,1,https://github.com/elkfinance,1,https://twitter.com/elk_finance,0,,1,https://t.me/elk_finance_chat,Bsc,1,04/24/2022|Paladinsec,No,,,,No,No,,,91.88%,0.00%
lynex,Lynex,69.87,$16.97K,$269.43,"$257,241.00",$1.17M,$6.09B,3 yrs 0 mos,2023-06-20,6 yrs 0 mos,2020-06-20,0,,0,,1,https://twitter.com/LynexFi,0,,0,,Linea,0,,No,,,,No,No,,,,
ktx-finance,KTX Finance,69.85,,,,,,3 yrs 6 mos,2022-12-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/KTX-finance/KTX-core,1,https://twitter.com/KTX_finance,0,,0,,Mantle | Arbitrum,0,,No,,,,No,No,,,95.40%,0.00%
chaingefinance,Chainge Finance,69.83,$117.86K,$1.73K,$0,$0,$1.17B,5 yrs 8 mos,2020-10-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/ChaingeFinance,1,https://twitter.com/FinanceChainge,0,,1,https://t.me/chaingefinance,,0,,Yes,3,10/31/2023,"Chainge - Option Chainge - DEX Chainge - Token <path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 2C6.47671 2 2 6.58975 2 12.2525C2 16.7804 4.86575 20.623 8.83836 21.9825C9.33699 22.078 9.52329 21.7578 9.52329 21.4882C9.52329 21.241 9.51233 20.4376 9.51233 19.5781C6.72877 20.1961 6.14247 18.3703 6.14247 18.3703C5.68767 17.1849 5.03014 16.8703 5.03014 16.8703C4.12055 16.2355 5.09589 16.2468 5.09589 16.2468C6.09863 16.3198 6.63014 17.3029 6.63014 17.3029C7.52329 18.8703 8.96986 18.4152 9.53973 18.1568C9.6274 17.4939 9.89041 17.0445 10.1753 16.7861C7.95616 16.5276 5.61644 15.6456 5.61644 11.7188C5.61644 10.6009 6.00548 9.68516 6.64658 8.96608C6.54247 8.70766 6.20274 7.66275 6.74521 6.25268C6.74521 6.25268 7.58356 5.97741 9.49589 7.30321C10.2959 7.0785 11.1507 6.96052 12 6.96052C12.8493 6.96614 13.7041 7.0785 14.5041 7.30321C16.411 5.97741 17.2493 6.25268 17.2493 6.25268C17.7918 7.66275 17.4521 8.70766 17.3479 8.96608C17.989 9.68516 18.3781 10.6009 18.3781 11.7188C18.3781 15.6569 16.0384 16.522 13.8137 16.7748C14.1699 17.095 14.4932 17.7186 14.4932 18.6736C14.4932 20.0444 14.4822 21.1511 14.",No,No,,,86.51%,0.00%
balancer-boosted-aave-usdt,Balancer Boosted Aave USDT,69.81,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,1,https://github.com/balancer-labs,1,https://twitter.com/Balancer,0,,0,,Ethereum,0,,No,,,,No,No,,,100.00%,0.00%
thruster,Thruster,69.82,,,"$71,837.00","$475,100.00",$8.96B,,,,,0,,0,,1,https://twitter.com/ThrusterFi,0,,0,,Blast,0,,No,,,,No,No,,,,
sora,SORA,69.72,,$66.67,,,,6 yrs 8 mos,2019-10-20,6 yrs 8 mos,2019-10-20,0,,1,https://github.com/sora-xor,1,https://twitter.com/sora_xor,0,,1,https://t.me/sora_xor,Ethereum,0,,No,,,,No,No,,,70.27%,0.00%
bolt,BOLT,71.48,$185.25K,$6.63K,,,,6 yrs 2 mos,2020-04-20,6 yrs 2 mos,2020-04-20,0,,0,,1,https://twitter.com/Bolt_Global,0,,0,,Ethereum,0,,No,,,,No,No,,,50.01%,0.00%
signum,Signum,70.16,$1.67M,$7.39K,,,,5 yrs 3 mos,2021-03-20,4 yrs 8 mos,2021-10-20,0,,1,https://github.com/signum-network,1,https://twitter.com/signum_official,0,,0,,,0,,No,,,,No,No,,,99.82%,0.00%
saucerswap,SaucerSwap,69.66,$14.49M,$92.18K,$2.51M,$14.18M,$6.42B,3 yrs 9 mos,2022-09-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/saucerswaplabs,1,https://twitter.com/SaucerSwapLabs,1,https://discord.com/invite/BpZAGpzGfw,0,,Hedera,0,,No,,,,No,No,,,92.72%,0.00%
ooga-booga,Ooga Booga,69.64,$21.73K,$6.05,,,,3 yrs 1 mos,2023-05-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/0xoogabooga,0,,0,,Berachain | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,,
leagueOfAncients,League Of Ancients,70.16,$1.14M,$1.44K,,,,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,0,,1,https://twitter.com/loaofficialmoba,0,,1,https://t.me/leagueofancients,,0,,Yes,1,11/20/2021,League of Ancients,No,No,,,39.41%,0.00%
genie-swap,Genie Swap,69.57,,,,,,3 yrs 4 mos,2023-02-20,8 yrs 0 mos,2018-06-20,0,,0,,1,https://twitter.com/GenieswapDEX,0,,0,,Arbitrum | Bsc,0,,Yes,1,,,No,No,,,,
nash,Nash,69.56,$5.88M,$0.00,,,,8 yrs 7 mos,2017-11-20,5 yrs 6 mos,2020-12-20,0,,1,https://github.com/nash-io,1,https://twitter.com/nashsocial,0,,1,https://t.me/nashsocial,Neo | Sectors | DeFi | Wallet | Socials,0,,No,,,,No,No,,,92.68%,0.00%
green-satoshi-token-bsc,Green Satoshi Token (BSC),69.10,$260.10K,$1.23K,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,0,,0,,1,https://twitter.com/Stepnofficial,0,,1,https://t.me/stepnofficial,Bsc,0,,No,,,,No,No,,,61.43%,41.43%
kaizen-finance,Kaizen Finance,69.47,$132.88K,$23.49K,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,0,,1,https://twitter.com/kaizen_finance,0,,0,,Ethereum,0,,No,,,,No,No,,,19.61%,0.00%
kattana,Kattana,69.44,$48.95K,$91.96,,,,5 yrs 2 mos,2021-04-20,5 yrs 2 mos,2021-04-20,0,,0,,1,https://twitter.com/kattanatrade,0,,0,,Ethereum,0,,No,,,,No,No,,,40.80%,0.00%
arkenfinance,Arken Finance,69.29,,,,,,4 yrs 8 mos,2021-10-20,3 yrs 3 mos,2023-03-20,0,,1,https://github.com/arken-lab/arken-swap-protocol,1,https://twitter.com/ArkenFinance,0,,1,https://t.me/arkenfinance,Bsc | Arbitrum,0,,Yes,4,10/31/2022,"Arken's Stop-limit Order for AMM (SLAMM) - Audit $ARKEN Token - Audit Arken Swap v2 <path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 2C6.47671 2 2 6.58975 2 12.2525C2 16.7804 4.86575 20.623 8.83836 21.9825C9.33699 22.078 9.52329 21.7578 9.52329 21.4882C9.52329 21.241 9.51233 20.4376 9.51233 19.5781C6.72877 20.1961 6.14247 18.3703 6.14247 18.3703C5.68767 17.1849 5.03014 16.8703 5.03014 16.8703C4.12055 16.2355 5.09589 16.2468 5.09589 16.2468C6.09863 16.3198 6.63014 17.3029 6.63014 17.3029C7.52329 18.8703 8.96986 18.4152 9.53973 18.1568C9.6274 17.4939 9.89041 17.0445 10.1753 16.7861C7.95616 16.5276 5.61644 15.6456 5.61644 11.7188C5.61644 10.6009 6.00548 9.68516 6.64658 8.96608C6.54247 8.70766 6.20274 7.66275 6.74521 6.25268C6.74521 6.25268 7.58356 5.97741 9.49589 7.30321C10.2959 7.0785 11.1507 6.96052 12 6.96052C12.8493 6.96614 13.7041 7.0785 14.5041 7.30321C16.411 5.97741 17.2493 6.25268 17.2493 6.25268C17.7918 7.66275 17.4521 8.70766 17.3479 8.96608C17.989 9.68516 18.3781 10.6009 18.3781 11.7188C18.3781 15.6569 16.0384 16.522 13.8137 16",No,No,,,84.38%,0.00%
xswap-protocol,Xswap Protocol,69.21,$175.65K,$695.37,"$60,427.00",$2.94M,$531.09M,1 yrs 11 mos,2024-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/XSwapProtocol,1,https://twitter.com/XSwapProtocol,0,,0,,,0,,Yes,1,,,No,No,,,,
retreeb,Retreeb,69.21,,,,,,4 yrs 9 mos,2021-09-20,4 yrs 1 mos,2022-05-20,0,,1,https://github.com/RetreebInc,1,https://twitter.com/retreeb_io,0,,0,,Fantom,1,11/15/2021|ImmuneBytes,No,,,,No,No,,,0.00%,0.00%
wardenswap,WardenSwap,69.19,,$509.44,"$2,024.00","$11,656.00",$53.44M,5 yrs 3 mos,2021-03-20,5 yrs 3 mos,2021-03-20,0,,1,https://github.com/Wardenswap,1,https://twitter.com/WardenSwap,0,,0,,Bsc | Arbitrum,0,,Yes,2,,,No,No,,,39.26%,2.21%
sifchain,SifChain,69.10,,$406.18,,,,5 yrs 9 mos,2020-09-20,5 yrs 4 mos,2021-02-20,0,,1,https://github.com/Sifchain,1,https://twitter.com/sifchain,0,,1,https://t.me/sifchain,Polygon | Ethereum,0,,Yes,1,,,No,No,,,66.37%,0.00%
steem,Steem,69.06,$23.30M,$3.44M,,,,10 yrs 3 mos,2016-03-20,10 yrs 3 mos,2016-03-20,0,,1,https://github.com/steemit,1,https://twitter.com/Steemit,0,,0,,,0,,No,,,,No,No,,,,
vvs-finance,VVS Finance,69.00,$44.21M,$147.64K,"$459,791.00",$3.43M,$13.84B,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,0,,1,https://twitter.com/VVS_finance,0,,0,,Ethereum,0,,No,,,,No,No,,,51.36%,0.00%
level-finance,Level Finance,68.96,$138.01K,$11.79K,$0,$0,$5.05B,3 yrs 7 mos,2022-11-20,3 yrs 6 mos,2022-12-20,0,,1,https://github.com/level-fi,1,https://twitter.com/Level__Finance,0,,1,https://t.me/LevelFinance,Bsc | Arbitrum,0,,No,,,,No,No,28,39,87.80%,0.00%
sakai-vault,Sakai Vault,68.99,$40.18K,$44.12K,,,,3 yrs 5 mos,2023-01-20,3 yrs 3 mos,2023-03-20,0,,1,https://github.com/SakaiVault,1,https://twitter.com/SakaiVault,0,,1,https://t.me/SakaiVault,Aptos | Bsc,0,,Yes,2,,,No,No,,,47.72%,0.00%
balancer,Balancer,68.92,$6.72M,$165.47K,$1.42M,$5.77M,$100.07B,5 yrs 12 mos,2020-06-20,5 yrs 12 mos,2020-06-20,0,,1,https://github.com/balancer-labs,1,https://x.com/Balancer,0,,0,,Ethereum | Arbitrum,6,02/05/2025|Certora; 12/17/2024|Cantina; 05/08/2023|Certora; 10/25/2022|Trailofbits; 10/09/2022|OpenZeppelin; 09/23/2022|,Yes,1,,,No,No,"1,065",11M,56.55%,0.00%
unilayer,UniLayer,68.89,$34.48K,$315.16,,,,5 yrs 10 mos,2020-08-20,5 yrs 10 mos,2020-08-20,0,,0,,1,https://twitter.com/unilayer_,0,,0,,Ethereum,0,,No,,,,No,No,,,53.75%,0.00%
flash,Flash,68.89,,,,,,3 yrs 6 mos,2022-12-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/Flash-Technologies,1,https://x.com/Flash_Techno_Of,0,,1,https://t.me/flashtokenenglish,Solana,0,,Yes,1,11/11/2024,Flash,No,No,,,,
burger-cities,BurgerCities,68.84,$24.64K,$2.68K,,,,5 yrs 9 mos,2020-09-20,5 yrs 9 mos,2020-09-20,0,,1,https://github.com/burgerswap-org,1,https://twitter.com/burger_cities,0,,0,,Bsc,0,,No,,,,No,No,,,41.07%,0.00%
lua-token,LuaSwap,68.87,,,$225.00,"$1,722.00",$201.65M,5 yrs 8 mos,2020-10-20,5 yrs 8 mos,2020-10-20,0,,0,,1,https://twitter.com/LuaSwap,0,,1,https://t.me/LuaSwap,Ethereum,1,10/14/2021|,No,,,,No,No,,,72.59%,18.79%
microtuber,Micro Tuber,68.83,,,,,,5 yrs 6 mos,2020-12-20,5 yrs 5 mos,2021-01-20,0,,1,https://github.com/MicroTuber,1,https://twitter.com/micro_tuber,0,,1,https://t.me/microtuber,,0,,Yes,2,12/30/2021,Micro Tuber microtuber,No,No,,,98.92%,0.00%
overline,Overline,68.80,,,,,,8 yrs 9 mos,2017-09-20,8 yrs 9 mos,2017-09-20,0,,1,https://github.com/blockcollider/bcnode,1,https://twitter.com/overlinenetwork,0,,0,,,0,,Yes,1,,,No,No,,,22.34%,0.00%
lenda,Lenda,65.42,,$4.59K,,,,4 yrs 6 mos,2021-12-20,4 yrs 5 mos,2022-01-20,0,,1,https://github.com/LendaFinance,1,https://twitter.com/LendaFinance,0,,0,,Ethereum,0,,Yes,1,,,No,No,,,11.10%,0.00%
kasta,Kasta,68.72,$140.98K,$945.47,,,,4 yrs 10 mos,2021-08-20,4 yrs 6 mos,2021-12-20,0,,1,https://github.com/kasta-io,1,https://x.com/ka_app/,0,,0,,Polygon,1,03/07/2022|Hacken,No,,,,No,No,,,80.74%,0.00%
mizar,Mizar,68.63,$1.51M,$34.39,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/mizar_com,1,https://discord.com/invite/mizar,1,https://t.me/mizar_com,,0,,No,,,,No,No,,,,
cyberdex,CyberDEX,68.67,$456.65K,$7.24K,,,,2 yrs 1 mos,2024-05-20,2 yrs 1 mos,2024-05-20,0,,0,,1,https://x.com/cyberdex_xyz,0,,0,,Optimism,0,,No,,,,No,No,,,71.20%,0.00%
azit,Azit,68.67,$1.25M,$9.29K,,,,4 yrs 11 mos,2021-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/azitalliance,1,https://twitter.com/azit_alliance,0,,0,,Klaytn,0,,No,,,,No,No,,,,
defibox,DeFiBox,68.62,,,"$7,089.00","$47,863.00",$331.39M,5 yrs 9 mos,2020-09-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/Defiboxofficial,0,,1,https://t.me/Defibox_official,,0,,Yes,1,11/16/2022,Vault.defi,No,No,,,,
bsx,BSX,68.56,$15.85K,$5.44,,,,1 yrs 6 mos,2024-12-20,1 yrs 6 mos,2024-12-20,0,,0,,1,https://twitter.com/bsx_labs,0,,0,,Base,1,04/29/2025|Halborn,No,,,,No,No,,,1.38%,0.00%
sparkpoint,Sparkpoint,68.54,$76.48K,$13.06K,,,,7 yrs 3 mos,2019-03-20,7 yrs 3 mos,2019-03-20,0,,1,https://github.com/sparkpointio,1,https://twitter.com/sparkpointio,0,,1,https://t.me/SparkpointOfficial,,0,,Yes,,,,No,No,,,33.36%,0.00%
lordtoken,LordToken,68.52,,$222.45,,,,4 yrs 4 mos,2022-02-20,4 yrs 4 mos,2022-02-20,0,,1,https://github.com/Davensi-official/dvx.git,1,https://twitter.com/Davensi_off,0,,0,,Bsc,0,,Yes,1,,,No,No,,,78.41%,61.65%
beglobal,BeGlobal Finance,68.27,,,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,1,https://github.com/Global-Repo,1,https://twitter.com/dexynth,0,,1,https://t.me/BeGlobalFinance,,0,,Yes,1,,,No,No,,,10.93%,0.65%
linear-finance,ℓUSD,68.49,,,,,,5 yrs 10 mos,2020-08-20,5 yrs 6 mos,2020-12-20,0,,1,https://github.com/Linear-finance,1,https://twitter.com/LinearFinance,0,,1,https://t.me/LinearExchangeCommunity,Ethereum,1,04/01/2022|Blocksec,No,,,,No,No,30,10K,35.23%,0.00%
axl-token,AXL Inu,68.47,,$908.71,,,,5 yrs 3 mos,2021-03-20,4 yrs 7 mos,2021-11-20,0,,1,https://github.com/aevapay-code/AXl-Codes,1,https://twitter.com/AxlToken,0,,1,https://t.me/AxlToken,Ethereum,0,,Yes,1,,,No,No,,,56.73%,0.00%
merchant-moe,Merchant Moe,68.51,$1.34M,$2.25K,,,,2 yrs 7 mos,2023-11-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/merchant-moe,1,https://twitter.com/merchantmoe_xyz,0,,0,,Mantle,1,12/18/2023|Paladinsec,No,,,,No,No,,,,
day-by-day,Day By Day,68.42,,$39.27K,,,,7 yrs 10 mos,2018-08-20,7 yrs 10 mos,2018-08-20,0,,0,,1,https://twitter.com/daybydayio,0,,0,,Ethereum,0,,No,,,,No,No,,,99.99%,0.12%
metabit,Metabit,68.41,,,,,,3 yrs 4 mos,2023-02-20,3 yrs 4 mos,2023-02-20,0,,1,https://github.com/metabitglobal,1,https://twitter.com/metabitofficial,0,,0,,Ethereum,0,,Yes,1,,,No,No,,,,
xsushi,xSUSHI,64.14,,$3.45K,,,,5 yrs 9 mos,2020-09-20,5 yrs 9 mos,2020-09-20,0,,1,https://github.com/sushiswap/sushiswap,1,https://twitter.com/sushiswap,0,,0,,Ethereum,0,,No,,,,No,No,,,63.72%,0.00%
sovryn,Sovryn,68.33,$997.21K,$628.18,,,,6 yrs 2 mos,2020-04-20,5 yrs 1 mos,2021-05-20,0,,1,https://github.com/DistributedCollective,1,https://twitter.com/sovrynbtc,1,https://discord.com/invite/J22WS6z,0,,Ethereum,0,,No,,,,No,No,,,67.41%,0.00%
marvelous-nfts-bad-days,Marvelous NFTs (Bad Days),68.95,,,,,,4 yrs 6 mos,2021-12-20,4 yrs 5 mos,2022-01-20,0,,1,https://github.com/Ded11y,1,https://twitter.com/MarvelousNfts_,0,,0,,Bsc,1,01/17/2022|,No,,,,No,No,,,29.51%,0.00%
biokript,Biokript,68.30,,$0.00,,,,3 yrs 9 mos,2022-09-20,2 yrs 11 mos,2023-07-20,0,,1,https://github.com/Biokript,1,https://twitter.com/biokript,0,,0,,Bsc,6,08/19/2024|InterFi Network; 02/04/2024|InterFi Network; 01/28/2024|InterFi Network; 07/05/2023|InterFi Network; 06/25/2023|InterFi Network; 06/12/2023|,No,,,,No,No,,,57.97%,0.00%
premia,Premia Finance,68.28,$1.63M,$322.98,,,,5 yrs 7 mos,2020-11-20,5 yrs 4 mos,2021-02-20,0,,1,https://github.com/PremiaFinance,1,https://twitter.com/PremiaFinance,0,,1,https://t.me/premiablue,Ethereum | Arbitrum,0,,Yes,1,,,No,No,45,10M,95.65%,0.00%
autonio,Autonio,68.26,$51.31K,$12.85,,,,5 yrs 11 mos,2020-07-20,5 yrs 11 mos,2020-07-20,0,,0,,1,https://twitter.com/aI_Autonio,0,,1,https://t.me/Autonio_Foundation,Ethereum,0,,No,,,,No,No,,,76.00%,0.00%
wannaswap,WannaSwap,68.24,$23.18K,$364.99,"$1,788.00","$12,523.00",$3.98M,4 yrs 8 mos,2021-10-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/wannaswap,1,https://twitter.com/wannaswapamm,0,,1,https://t.me/wannaswap,Near,0,,Yes,1,12/16/2021,WannaSwap,No,No,,,,
aliumswap,Alium Swap,68.20,,$31.35,,,,5 yrs 2 mos,2021-04-20,5 yrs 1 mos,2021-05-20,0,,1,https://github.com/Alium-Finance,1,https://twitter.com/AliumSwap,0,,0,,Bsc | Ethereum,0,,Yes,3,,,No,No,,,83.46%,0.00%
dew-bsc,DEW,68.22,,$540.97,,,,0 yrs 8 mos,2025-10-20,0 yrs 8 mos,2025-10-20,0,,0,,1,https://twitter.com/DewMoonex,0,,1,https://t.me/MoonExGlobal,,0,,No,,,,No,No,,,44.40%,0.00%
levelg,LEVELG,68.10,,,,,,7 yrs 6 mos,2018-12-20,7 yrs 6 mos,2018-12-20,0,,1,https://github.com/LEVELGDOTNET,1,https://twitter.com/LevelgNet,0,,1,https://t.me/LEVELG,,0,,No,,,,No,No,,,,
metavault-trade,Metavault Trade,66.47,$61.33K,$53.40,,,,4 yrs 5 mos,2022-01-20,4 yrs 1 mos,2022-05-20,0,,1,https://github.com/metavaultorg,1,https://twitter.com/MetavaultTrade,0,,1,https://t.me/MetavaultTrade,Polygon,1,09/23/2022|TechRate,No,,,,No,No,8,2M,17.84%,0.00%
solarbeam,Solarbeam,68.00,$10.77K,$51.38,"$1,061.00","$107,799.00",$3.58B,4 yrs 9 mos,2021-09-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/solarbeamio,1,https://twitter.com/Solarbeamio,0,,1,https://t.me/solarbeamio,Polkadot,0,,Yes,1,,,No,No,,,,
retik-finance,Retik Finance,67.93,,$53.00,,,,2 yrs 6 mos,2023-12-20,2 yrs 6 mos,2023-12-20,0,,0,,1,https://twitter.com/retikfinance,0,,1,https://t.me/retikfinance,Ethereum,0,,Yes,1,,,No,No,,,46.92%,0.00%
zeta-markets,Zeta Markets,67.93,,,,,,1 yrs 8 mos,2024-10-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/ZetaMarkets,0,,0,,Solana,0,,No,,,,No,No,,,,
teleportdao,TeleportDAO,67.91,$72.06K,$0.00,,,,5 yrs 1 mos,2021-05-20,2 yrs 2 mos,2024-04-20,0,,1,https://github.com/TeleportDAO,1,https://twitter.com/teleport_DAO,0,,0,,Ethereum | Avalanche,1,07/11/2024|QuantStamp,No,,,,No,No,,,92.11%,0.00%
c20,CRYPTO20,67.90,$180.95K,$0.00,,,,8 yrs 10 mos,2017-08-20,8 yrs 8 mos,2017-10-20,0,,1,https://github.com/cryptotwenty,1,https://twitter.com/CRYPTOtwenty,0,,0,,Ethereum,0,,No,,,,No,No,,,63.91%,0.00%
1hive,1Hive,67.72,,$69.91,$3.98M,$4.02M,$574.16M,8 yrs 11 mos,2017-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/1Hive,1,https://twitter.com/1hiveorg,0,,1,https://t.me/honeyswapdex,Arbitrum | Polygon,0,,Yes,1,,,No,No,,,,
eth-2x-flexible-leverage-index-polygon,ETH 2x Flexible Leverage Index (Polygon),67.78,$303.37K,$6.04,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,0,,1,https://twitter.com/indexcoop,0,,0,,Polygon,0,,No,,,,No,No,,,82.86%,0.00%
fistsmarttool,FistSmartTool,67.78,,$0.74,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,0,,0,,1,https://twitter.com/fastswapbright,0,,1,https://t.me/XFST_Crypto,Bsc,0,,Yes,1,,,No,No,,,0.14%,0.00%
nanometer-bitcoin,NanoMeter Bitcoin,68.43,,$649.05,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,0,,1,https://github.com/NMBTCDAO,1,https://twitter.com/nmBTC_Official,0,,1,https://t.me/nmBTCofficial,Bsc,2,12/21/2021|SourceHat; 12/21/2021|SourceHat,No,,,,No,No,,,91.38%,0.00%
sake-swap,Sake Swap,67.73,$14.62K,$102.20,,,,5 yrs 9 mos,2020-09-20,5 yrs 9 mos,2020-09-20,0,,1,https://github.com/Sakeswap,1,https://twitter.com/Sake_Perp_Swap,0,,0,,Ethereum | Bsc,0,,No,,,,No,No,,,11.74%,0.00%
fly,Fly.trade,67.67,$147.22K,$1.58K,,,,4 yrs 2 mos,2022-04-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://x.com/flytrade_,0,,1,https://t.me/magpieprotocol,Ethereum | Bsc,0,,No,,,,No,No,,,,
emoney,Emoney,67.60,$96.80K,$586.23,,,,7 yrs 2 mos,2019-04-20,5 yrs 2 mos,2021-04-20,0,,1,https://github.com/e-money,1,https://twitter.com/emoney_com,0,,1,https://t.me/emoney_com,Ethereum | Avalanche,0,,Yes,1,,,No,No,,,98.59%,0.00%
ramses-exchange,Ramses Exchange,67.55,$12.30K,$18.85,,,,3 yrs 4 mos,2023-02-20,3 yrs 3 mos,2023-03-20,0,,1,https://github.com/RamsesExchange,1,https://twitter.com/RamsesExchange,0,,0,,Arbitrum,0,,No,,,,No,No,,,,
tomb,Tomb,67.47,,,,,,5 yrs 0 mos,2021-06-20,4 yrs 6 mos,2021-12-20,0,,1,https://github.com/tombfinance,1,https://twitter.com/tombfinance,0,,1,https://t.me/gameoftomb,Fantom | Bsc,1,03/29/2022|Hacken,No,,,,No,No,,,70.93%,0.00%
treble,Treble,67.31,$278.01K,$5.60K,"$48,464.00","$298,693.00",$75.27M,1 yrs 9 mos,2024-09-20,1 yrs 9 mos,2024-09-20,0,,0,,1,https://x.com/TrebleSwap,0,,0,,Base,0,,No,,,,No,No,,,16.89%,0.00%
bcpay-fintech,Bcpay Fintech,67.25,,,,,,5 yrs 8 mos,2020-10-20,4 yrs 9 mos,2021-09-20,0,,1,https://github.com/bitcashpay-dev/bitcashpay-contract,1,https://twitter.com/Bitcashpay1,0,,0,,Bsc,0,,Yes,1,,,No,No,,,11.39%,0.00%
cargox,CargoX,67.15,$24.81M,$16.93K,,,,8 yrs 5 mos,2018-01-20,8 yrs 5 mos,2018-01-20,0,,0,,1,https://twitter.com/cargoxio,0,,0,,Ethereum,0,,No,,,,No,No,,,86.40%,0.00%
makiswap,MakiSwap,67.13,,,$0,$0,$337.27M,2 yrs 3 mos,2024-03-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/makiswap,0,,1,https://t.me/MakiSwap,Solana,0,,Yes,1,,,No,No,,,,
benchmark-protocol,Benchmark Protocol,67.04,,,,,,5 yrs 7 mos,2020-11-20,5 yrs 7 mos,2020-11-20,0,,0,,1,https://twitter.com/benchmark_defi,0,,1,https://t.me/benchmark_protocol,,0,,Yes,2,,,No,No,,,18.09%,0.00%
radioshack,RadioShack,67.04,,$1.62K,"$1,658.00","$10,447.00",$115.71M,4 yrs 4 mos,2022-02-20,4 yrs 4 mos,2022-02-20,0,,1,https://github.com/radioshackswap,1,https://twitter.com/radioshack,0,,0,,Polygon | Optimism,0,,Yes,1,,,No,No,,,71.90%,0.00%
galaxy-finance,Galaxy Finance,67.53,,$16.88K,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://x.com/galaxyfinance3,0,,0,,Bsc,1,05/20/2022|TechRate,Yes,1,,,No,No,,,77.18%,0.42%
beamswap,BeamSwap,66.93,$27.69K,$9.19,$60.00,$133.00,$79.4M,4 yrs 8 mos,2021-10-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/Beamswapio,0,,1,https://t.me/Beamswap,Moonbeam | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,,
dannycoin,Dannycoin,67.34,,$4.05K,,,,1 yrs 12 mos,2024-06-20,1 yrs 11 mos,2024-07-20,0,,1,https://github.com/Danny5399/Dannycoin,1,https://twitter.com/dannydev499,0,,1,https://t.me/dannytoken,,0,,No,,,,No,No,,,30.17%,0.00%
macaronswap,MacaronSwap,67.36,,$562.14,,,,5 yrs 4 mos,2021-02-20,5 yrs 3 mos,2021-03-20,0,,1,https://github.com/macaronswap,1,https://twitter.com/macaronswap,0,,1,https://t.me/macaronswap,Bsc,0,,Yes,2,,,No,No,,,79.56%,15.62%
